name,label,value,reporting_period,non_numeric_value
The Walt Disney Company,renewable_energy,310464.56,2020,
The Walt Disney Company,female_employees,42.4,2020,
The Walt Disney Company,carbon_footprint,1342650.0,2020,
The Walt Disney Company,emissions_scope_1,897432.0,2018,
The Walt Disney Company,emissions_scope_2_location,1028828.0,2018,
The Walt Disney Company,emissions_scope_2_market,976732.0,2018,
The Walt Disney Company,emissions_scope_1,856619.0,2019,
The Walt Disney Company,emissions_scope_2_location,1010447.0,2019,
The Walt Disney Company,emissions_scope_2_market,931685.0,2019,
The Walt Disney Company,emissions_scope_1,503221.0,2021,
The Walt Disney Company,emissions_scope_2_location,675984.0,2021,
The Walt Disney Company,emissions_scope_2_market,687042.0,2021,
The Walt Disney Company,Employees,152000.0,2021,
The Walt Disney Company,Revenue,,2018,59.43B
The Walt Disney Company,Revenue,,2019,69.61B
The Walt Disney Company,Revenue,,2020,65.39B
The Walt Disney Company,Revenue,,2021,67.42B
The Walt Disney Company,"Ready for publishing (scope 1,2)",,2021,True
Roche Holding AG,Employees,100920.0,2021,
Roche Holding AG,Revenue,,2018,59.5B
Roche Holding AG,Revenue,,2019,63.75B
Roche Holding AG,Revenue,,2020,60.34B
Roche Holding AG,Revenue,,2021,65.85B
Roche Holding AG,net_zero_goal,2050.0,2021,
Roche Holding AG,Does the company have TCFD report?,,2021,True
Roche Holding AG,emissions_scope_3_purchased_goods_and_services,6795889.0,2021,
Roche Holding AG,emissions_scope_3_capital_goods,589317.0,2021,
Roche Holding AG,emissions_scope_3_fuel_and_energy_related_activities,81647.0,2021,
Roche Holding AG,emissions_scope_3_upstream_transportation_and_distribution,228247.0,2021,
Roche Holding AG,emissions_scope_3_waste_generated_in_operations,37946.0,2021,
Roche Holding AG,emissions_scope_3_business_travel,15392.0,2021,
Roche Holding AG,emissions_scope_3_use_of_sold_products,149635.0,2021,
Roche Holding AG,emissions_scope_3_purchased_goods_and_services,6235378.0,2020,
Roche Holding AG,emissions_scope_3_capital_goods,613561.0,2020,
Roche Holding AG,emissions_scope_3_fuel_and_energy_related_activities,90421.0,2020,
Roche Holding AG,emissions_scope_3_upstream_transportation_and_distribution,201146.0,2020,
Roche Holding AG,emissions_scope_3_waste_generated_in_operations,34138.0,2020,
Roche Holding AG,emissions_scope_3_business_travel,64055.0,2020,
Roche Holding AG,emissions_scope_3_use_of_sold_products,144857.0,2020,
Roche Holding AG,Gender_balance_of_the_companys_workforce,51.0,2021,
Roche Holding AG,Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),25.0,2021,
Roche Holding AG,Gender_balance_of_the_companys_executives_and_executive_board,40.0,2021,
Roche Holding AG,emissions_scope_1,254060.0,2021,
Roche Holding AG,emissions_scope_2_market,168735.0,2021,
Roche Holding AG,Water_withdrawn_total,15400.0,2021,
Roche Holding AG,Hazardous_waste,15110.0,2021,
Roche Holding AG,ceo_pay_ratio,5087.0,2020,
Roche Holding AG,emissions_scope_3,7898074.0,2021,
Roche Holding AG,total_energy,2307222.0,2021,
Roche Holding AG,Water_discharged,2700.0,2021,
Roche Holding AG,Scope 1+2 Emission,646861.0,2016,
Roche Holding AG,Water_withdrawn_total,182.0,2016,
Roche Holding AG,Water_discharged,57.0,2016,
Roche Holding AG,total_energy,2338888.0,2020,
Roche Holding AG,Water_withdrawn_total,14900.0,2020,
Roche Holding AG,Water_discharged,2800.0,2020,
Roche Holding AG,Hazardous_waste,13332.0,2020,
Roche Holding AG,emissions_scope_2_market,320860.0,2016,
Roche Holding AG,Scope 2 (Undefined),403924.0,2016,
Roche Holding AG,revenue_in_usd,63.8,2021,
ExxonMobil Corporation,ceo_pay_ratio,86.0,2020,
ExxonMobil Corporation,"Ready for publishing (scope 1,2)",,2021,True
ExxonMobil Corporation,emissions_scope_1,100000000.0,2019,
ExxonMobil Corporation,emissions_scope_2_location,9000000.0,2019,
ExxonMobil Corporation,emissions_scope_2_market,9000000.0,2019,
ExxonMobil Corporation,emissions_scope_1,96000000.0,2021,
ExxonMobil Corporation,emissions_scope_2_location,7000000.0,2021,
ExxonMobil Corporation,emissions_scope_2_market,700000.0,2021,
ExxonMobil Corporation,emissions_scope_1,95000000.0,2020,
ExxonMobil Corporation,emissions_scope_2_location,7000000.0,2020,
ExxonMobil Corporation,emissions_scope_2_market,7000000.0,2020,
ExxonMobil Corporation,emissions_scope_1,106000000.0,2018,
ExxonMobil Corporation,emissions_scope_2_location,9000000.0,2018,
ExxonMobil Corporation,emissions_scope_2_market,9000000.0,2018,
ExxonMobil Corporation,emissions_scope_1,104000000.0,2017,
ExxonMobil Corporation,emissions_scope_2_location,9000000.0,2017,
ExxonMobil Corporation,emissions_scope_2_market,9000000.0,2017,
ExxonMobil Corporation,emissions_scope_1,109000000.0,2016,
ExxonMobil Corporation,emissions_scope_2_location,8000000.0,2016,
ExxonMobil Corporation,emissions_scope_2_market,8000000.0,2016,
Ball Corporation,emissions_scope_2_location,835437.0,2021,
Ball Corporation,emissions_scope_1,466784.0,2021,
Ball Corporation,net_zero_goal,2050.0,2021,
Ball Corporation,emissions_scope_3,11876976.0,2021,
Ball Corporation,ceo_pay_ratio,106.0,2021,
Ball Corporation,total_energy,4871.0,2021,
Ball Corporation,renewable_energy,1101.0,2021,
Ball Corporation,employee_turnover,12.5,2021,
Ball Corporation,net_zero_goal_year,2050.0,2021,
Ball Corporation,Gender_balance_of_the_companys_workforce,18.0,2021,
Ball Corporation,Gender_balance_of_the_companys_workforce,17.0,2020,
Ball Corporation,Gender_balance_of_the_companys_workforce,17.0,2019,
Ball Corporation,Gender_balance_of_the_companys_workforce,17.0,2018,
Ball Corporation,Gender_balance_of_the_companys_workforce,16.0,2017,
Ball Corporation,employee_turnover,12.5,2017,
Ball Corporation,voluntary_turnover_rate,9.3,2017,
Ball Corporation,Revenue,,2020,11.78B
Ball Corporation,Revenue,,2021,13.81B
Ball Corporation,Employees,24300.0,2021,
Ball Corporation,emissions_scope_3,10004568.0,2020,
Ball Corporation,emissions_scope_3,9149160.0,2019,
Ball Corporation,emissions_scope_3,8860065.0,2018,
Ball Corporation,emissions_scope_3,8771648.0,2017,
Ball Corporation,Gender_balance_of_the_companys_executives_and_executive_board,31.0,2021,
Ball Corporation,voluntary_turnover_rate,9.3,2021,
Ball Corporation,Employees,21573.0,2020,
Ball Corporation,Employees,18344.0,2019,
Ball Corporation,Water_withdrawn_total,9254.2,2019,
Ball Corporation,Water_discharged,8328.8,2019,
Ball Corporation,emissions_scope_1,440179.0,2020,
Ball Corporation,emissions_scope_1,425090.0,2019,
Ball Corporation,emissions_scope_2_market,656159.0,2020,
Ball Corporation,emissions_scope_2_location,771524.0,2020,
Ball Corporation,emissions_scope_2_market,785600.0,2019,
Ball Corporation,emissions_scope_2_location,768003.0,2019,
Ball Corporation,Water_discharged,8625.9,2020,
Ball Corporation,Water_withdrawn_total,9584.3,2020,
Ball Corporation,Revenue,,2018,11.63B
Ball Corporation,Revenue,,2019,11.47B
Ball Corporation,water_withdrawal,1818.0,2020,
Ball Corporation,emissions_scope_2_market,444792.0,2021,
Ball Corporation,emissions_scope_3_purchased_goods_and_services,9844305.0,2021,
Ball Corporation,emissions_scope_3_capital_goods,830660.0,2021,
Ball Corporation,emissions_scope_3_fuel_and_energy_related_activities,367401.0,2021,
Ball Corporation,emissions_scope_3_upstream_transportation_and_distribution,383771.0,2021,
Ball Corporation,emissions_scope_3_waste_generated_in_operations,6388.0,2021,
Ball Corporation,emissions_scope_3_business_travel,2959.0,2021,
Ball Corporation,emissions_scope_3_employee commuting,32440.0,2021,
Ball Corporation,emissions_scope_3_downstream_transportation_and_distribution,105835.0,2021,
Ball Corporation,emissions_scope_3_processing_of_sold_products ,37803.0,2021,
Ball Corporation,emissions_scope_3_investments,266414.0,2021,
Ball Corporation,emissions_scope_3_purchased_goods_and_services,8318341.0,2020,
Ball Corporation,emissions_scope_3_purchased_goods_and_services,7902774.0,2019,
Ball Corporation,emissions_scope_3_purchased_goods_and_services,7463798.0,2018,
Ball Corporation,emissions_scope_3_capital_goods,495321.0,2020,
Ball Corporation,emissions_scope_3_fuel_and_energy_related_activities,276911.0,2020,
Ball Corporation,emissions_scope_3_upstream_transportation_and_distribution,362797.0,2020,
Ball Corporation,emissions_scope_3_waste_generated_in_operations,6338.0,2020,
Ball Corporation,emissions_scope_3_business_travel,2874.0,2020,
Ball Corporation,emissions_scope_3_employee commuting,22927.0,2020,
Ball Corporation,emissions_scope_3_downstream_transportation_and_distribution,99244.0,2020,
Ball Corporation,emissions_scope_3_processing_of_sold_products ,39881.0,2020,
Ball Corporation,emissions_scope_3_investments,379933.0,2020,
Ball Corporation,emissions_scope_3_capital_goods,228299.0,2019,
Ball Corporation,emissions_scope_3_fuel_and_energy_related_activities,234502.0,2019,
Ball Corporation,emissions_scope_3_upstream_transportation_and_distribution,285196.0,2019,
Ball Corporation,emissions_scope_3_waste_generated_in_operations,2051.0,2019,
Ball Corporation,emissions_scope_3_business_travel,10095.0,2019,
Ball Corporation,emissions_scope_3_employee commuting,26526.0,2019,
Ball Corporation,emissions_scope_3_downstream_transportation_and_distribution,91654.0,2019,
Ball Corporation,emissions_scope_3_processing_of_sold_products ,43688.0,2019,
Ball Corporation,emissions_scope_3_investments,324375.0,2019,
Ball Corporation,emissions_scope_3_capital_goods,314955.0,2018,
Ball Corporation,emissions_scope_3_fuel_and_energy_related_activities,242340.0,2018,
Ball Corporation,emissions_scope_3_upstream_transportation_and_distribution,244706.0,2018,
Ball Corporation,emissions_scope_3_waste_generated_in_operations,1949.0,2018,
Ball Corporation,emissions_scope_3_business_travel,14139.0,2018,
Ball Corporation,emissions_scope_3_employee commuting,22897.0,2018,
Ball Corporation,emissions_scope_3_downstream_transportation_and_distribution,82599.0,2018,
Ball Corporation,emissions_scope_3_processing_of_sold_products ,44244.0,2018,
Ball Corporation,emissions_scope_3_investments,428436.0,2018,
Ball Corporation,water_withdrawal,1807.0,2019,
Ball Corporation,Hazardous_waste,7483.1,2019,
Ball Corporation,Hazardous_waste,3835.9,2020,
Ball Corporation,Gender_balance_of_the_companys_executives_and_executive_board,14.0,2019,
Ball Corporation,Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),36.0,2019,
Ball Corporation,Gender_balance_of_the_companys_senior_management,18.0,2019,
Ball Corporation,female_employees,21.0,2019,
Ball Corporation,Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),33.0,2020,
Ball Corporation,Gender_balance_of_the_companys_executives_and_executive_board,19.0,2020,
Ball Corporation,Gender_balance_of_the_companys_senior_management,21.0,2020,
Ball Corporation,female_employees,19.0,2020,
Ball Corporation,ceo_pay_ratio,106.0,2020,
Ball Corporation,total_energy,4483.0,2020,
Ball Corporation,total_energy,4324.0,2019,
Ball Corporation,total_energy,4213.0,2018,
Ball Corporation,total_energy,4065.0,2017,
Ball Corporation,renewable_energy,69.0,2017,
Ball Corporation,renewable_energy,80.0,2018,
Ball Corporation,renewable_energy,95.0,2019,
Ball Corporation,renewable_energy,470.0,2020,
Ball Corporation,emissions_scope_1,396296.0,2017,
Ball Corporation,emissions_scope_1,414505.0,2018,
Ball Corporation,emissions_scope_2_location,760877.0,2018,
Ball Corporation,emissions_scope_2_market,753476.0,2018,
Ball Corporation,emissions_scope_2_location,782876.0,2017,
Ball Corporation,emissions_scope_2_market,802684.0,2017,
Ball Corporation,"Ready for publishing (scope 1,2)",,2021,True
Biogen Inc.,emissions_scope_3,348911.0,2020,
Biogen Inc.,total_energy,444147.0,2020,
Biogen Inc.,emissions_scope_1,57553.0,2020,
Biogen Inc.,emissions_scope_2_location,36953.0,2020,
Biogen Inc.,employee_turnover,9.0,2020,
Biogen Inc.,net_zero_goal_year,2040.0,2020,
Biogen Inc.,ceo_pay_ratio,120.0,2020,
Biogen Inc.,female_employees,51.7,2020,
Biogen Inc.,renewable_energy,139958.0,2020,
Biogen Inc.,net_zero_goal,2040.0,2020,
Biogen Inc.,Employees,9610.0,2021,
Biogen Inc.,Employees,7400.0,2019,
Biogen Inc.,Employees,9100.0,2020,
Biogen Inc.,Revenue,,2018,13.45B
Biogen Inc.,Revenue,,2019,14.38B
Biogen Inc.,Revenue,,2020,13.44B
Biogen Inc.,Revenue,,2021,10.98B
Biogen Inc.,emissions_scope_3_purchased_goods_and_services,254670.0,2020,
Biogen Inc.,emissions_scope_3_capital_goods,41356.0,2020,
Biogen Inc.,emissions_scope_3_business_travel,4038.0,2020,
Biogen Inc.,emissions_scope_3_waste_generated_in_operations,487.0,2020,
Biogen Inc.,emissions_scope_3_upstream_transportation_and_distribution,17701.0,2020,
Biogen Inc.,emissions_scope_3_employee commuting,12763.0,2020,
Biogen Inc.,emissions_scope_3_upstream_leased_assets,0.0,2020,
Biogen Inc.,emissions_scope_3_end_of_life_treatment_of_sold_products,9141.0,2020,
Biogen Inc.,emissions_scope_3_fuel_and_energy_related_activities,8755.0,2020,
Biogen Inc.,emissions_scope_2_location,37712.0,2019,
Biogen Inc.,emissions_scope_2_location,37347.0,2018,
Biogen Inc.,emissions_scope_2_location,41134.0,2017,
Biogen Inc.,emissions_scope_1,67031.0,2019,
Biogen Inc.,emissions_scope_1,68448.0,2018,
Biogen Inc.,emissions_scope_1,61577.0,2017,
Biogen Inc.,emissions_scope_2_market,59.0,2017,
Biogen Inc.,emissions_scope_2_market,61.0,2018,
Biogen Inc.,emissions_scope_2_market,131.0,2019,
Biogen Inc.,emissions_scope_2_market,280.0,2020,
Biogen Inc.,emissions_scope_3,424592.0,2019,
Biogen Inc.,emissions_scope_3,436353.0,2018,
Biogen Inc.,emissions_scope_3,482465.0,2017,
Biogen Inc.,emissions_scope_3_purchased_goods_and_services,334954.0,2019,
Biogen Inc.,emissions_scope_3_purchased_goods_and_services,325928.0,2018,
Biogen Inc.,emissions_scope_3_purchased_goods_and_services,396280.0,2017,
Biogen Inc.,emissions_scope_3_capital_goods,35424.0,2017,
Biogen Inc.,emissions_scope_3_capital_goods,51635.0,2018,
Biogen Inc.,emissions_scope_3_capital_goods,32759.0,2019,
Biogen Inc.,emissions_scope_3_fuel_and_energy_related_activities,10533.0,2017,
Biogen Inc.,emissions_scope_3_fuel_and_energy_related_activities,10533.0,2019,
Biogen Inc.,emissions_scope_3_fuel_and_energy_related_activities,11048.0,2018,
Biogen Inc.,emissions_scope_3_waste_generated_in_operations,573.0,2017,
Biogen Inc.,emissions_scope_3_waste_generated_in_operations,758.0,2018,
Biogen Inc.,emissions_scope_3_waste_generated_in_operations,645.0,2019,
Biogen Inc.,emissions_scope_3_business_travel,21111.0,2017,
Biogen Inc.,emissions_scope_3_business_travel,27277.0,2018,
Biogen Inc.,emissions_scope_3_business_travel,24083.0,2019,
Biogen Inc.,emissions_scope_3_employee commuting,9516.0,2019,
Biogen Inc.,emissions_scope_3_employee commuting,8133.0,2018,
Biogen Inc.,emissions_scope_3_employee commuting,8106.0,2017,
Biogen Inc.,emissions_scope_3_upstream_leased_assets,0.0,2017,
Biogen Inc.,emissions_scope_3_upstream_leased_assets,0.0,2018,
Biogen Inc.,emissions_scope_3_upstream_leased_assets,0.0,2019,
Biogen Inc.,emissions_scope_3_end_of_life_treatment_of_sold_products,10438.0,2017,
Biogen Inc.,emissions_scope_3_end_of_life_treatment_of_sold_products,11574.0,2018,
Biogen Inc.,emissions_scope_3_end_of_life_treatment_of_sold_products,12065.0,2019,
Biogen Inc.,total_energy,499827.0,2019,
Biogen Inc.,total_energy,491194.0,2018,
Biogen Inc.,total_energy,451253.0,2017,
Biogen Inc.,voluntary_turnover_rate,7.2,2020,
Biogen Inc.,employee_turnover,13.0,2019,
Biogen Inc.,employee_turnover,13.7,2018,
Biogen Inc.,voluntary_turnover_rate,9.5,2018,
Biogen Inc.,voluntary_turnover_rate,10.3,2019,
Biogen Inc.,renewable_energy,144972.0,2019,
Biogen Inc.,renewable_energy,132751.0,2018,
Biogen Inc.,renewable_energy,130532.0,2017,
Biogen Inc.,Water_withdrawn_total,1265.0,2020,
Biogen Inc.,Water_withdrawn_total,1511.0,2019,
Biogen Inc.,Water_withdrawn_total,1629.0,2018,
Biogen Inc.,Water_withdrawn_total,1306.0,2017,
Biogen Inc.,Water_discharged,1214.0,2018,
Biogen Inc.,Water_discharged,935.0,2017,
Biogen Inc.,Water_discharged,990.0,2019,
Biogen Inc.,Water_discharged,806.0,2020,
Biogen Inc.,Gender_balance_of_the_companys_workforce,53.5,2020,
Biogen Inc.,Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),17.0,2020,
Biogen Inc.,Gender_balance_of_the_companys_executives_and_executive_board,29.0,2020,
Biogen Inc.,Gender_balance_of_the_companys_workforce,52.5,2019,
Biogen Inc.,female_employees,48.4,2018,
Biogen Inc.,female_employees,47.1,2017,
Biogen Inc.,Gender_balance_of_the_companys_workforce,49.6,2017,
Biogen Inc.,Gender_balance_of_the_companys_workforce,50.6,2018,
Biogen Inc.,female_employees,49.8,2019,
Biogen Inc.,Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),27.0,2017,
Biogen Inc.,Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),27.0,2018,
Biogen Inc.,Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),23.0,2019,
Biogen Inc.,Gender_balance_of_the_companys_executives_and_executive_board,25.0,2017,
Biogen Inc.,Gender_balance_of_the_companys_executives_and_executive_board,30.0,2018,
Biogen Inc.,Gender_balance_of_the_companys_executives_and_executive_board,25.0,2019,
Biogen Inc.,Gender_balance_of_the_companys_senior_management,49.0,2020,
Biogen Inc.,emissions_scope_1,63182.0,2021,
Biogen Inc.,emissions_scope_2_market,268.0,2021,
Biogen Inc.,emissions_scope_2_location,34262.0,2021,
Biogen Inc.,"Ready for publishing (scope 1,2)",,2021,True
Biogen Inc.,emissions_scope_3,406459.0,2021,
"ONEOK, Inc.",emissions_scope_3,60400000.0,2020,
"ONEOK, Inc.",total_energy,4500000.0,2020,
"ONEOK, Inc.",emissions_scope_1,3800000.0,2020,
"ONEOK, Inc.",female_employees,21.0,2020,
"ONEOK, Inc.",ceo_pay_ratio,90.0,2020,
"ONEOK, Inc.",renewable_energy,1125000.0,2020,
"ONEOK, Inc.",Employees,2684.0,2018,
"ONEOK, Inc.",Employees,2882.0,2019,
"ONEOK, Inc.",Employees,2886.0,2020,
"ONEOK, Inc.",Employees,2847.0,2021,
"ONEOK, Inc.",Revenue,,2018,12.59B
"ONEOK, Inc.",Revenue,,2019,10.16B
"ONEOK, Inc.",Revenue,,2020,8.54B
"ONEOK, Inc.",Revenue,,2021,16.54B
"ONEOK, Inc.",ceo_pay_ratio,80.0,2019,
"ONEOK, Inc.",ceo_pay_ratio,54.0,2018,
"ONEOK, Inc.",emissions_scope_1,4200000.0,2019,
"ONEOK, Inc.",emissions_scope_3,57400000.0,2019,
"ONEOK, Inc.",emissions_scope_3,58100000.0,2018,
"ONEOK, Inc.",emissions_scope_1,3700000.0,2018,
"ONEOK, Inc.",Hazardous_waste,56.0,2020,
"ONEOK, Inc.",Hazardous_waste,41.3,2019,
"ONEOK, Inc.",Hazardous_waste,21.3,2018,
"ONEOK, Inc.",Scope 2 (Undefined),2500000.0,2020,
"ONEOK, Inc.",Scope 2 (Undefined),3000000.0,2019,
"ONEOK, Inc.",Scope 2 (Undefined),2600000.0,2018,
"ONEOK, Inc.","Ready for publishing (scope 1,2)",,2021,True
KKR AND CO INC,emissions_scope_1,536.1,2020,
KKR AND CO INC,net_zero_goal_year,2019.0,2020,
KKR AND CO INC,net_zero_goal,2019.0,2020,
KKR AND CO INC,emissions_scope_3,3152.8,2020,
KKR AND CO INC,Employees,1301.0,2018,
KKR AND CO INC,Employees,1384.0,2019,
KKR AND CO INC,Employees,1583.0,2020,
KKR AND CO INC,Employees,3238.0,2021,
KKR AND CO INC,emissions_scope_3_business_travel,1671.0,2020,
KKR AND CO INC,Gender_balance_of_the_companys_senior_management,24.0,2020,
KKR AND CO INC,Revenue,,2021,18.86B
KKR AND CO INC,Revenue,,2020,4.5B
"WEC Energy Group, Inc.",ceo_pay_ratio,151.0,2021,
"WEC Energy Group, Inc.",renewable_energy,880000.0,2021,
"WEC Energy Group, Inc.",total_energy,85091000.0,2021,
"WEC Energy Group, Inc.",female_employees,36.0,2021,
"WEC Energy Group, Inc.",net_zero_goal,2050.0,2021,
"WEC Energy Group, Inc.",water_withdrawal,0.0,2021,
"WEC Energy Group, Inc.",net_zero_goal_year,2050.0,2021,
"WEC Energy Group, Inc.",Employees,7000.0,2021,
"WEC Energy Group, Inc.",Revenue,,2018,7.68B
"WEC Energy Group, Inc.",Revenue,,2019,7.52B
"WEC Energy Group, Inc.",Revenue,,2020,7.24B
"WEC Energy Group, Inc.",Revenue,,2021,8.32B
"WEC Energy Group, Inc.",Employees,7878.0,2018,
"WEC Energy Group, Inc.",Employees,7509.0,2019,
"WEC Energy Group, Inc.",Employees,7273.0,2020,
"WEC Energy Group, Inc.",emissions_scope_1,20167000.0,2020,
"WEC Energy Group, Inc.",emissions_scope_2_location,74000.0,2020,
"WEC Energy Group, Inc.",emissions_scope_2_market,74000.0,2020,
"WEC Energy Group, Inc.",emissions_scope_3_fuel_and_energy_related_activities,2766000.0,2020,
"WEC Energy Group, Inc.",emissions_scope_3_use_of_sold_products,26632000.0,2020,
"WEC Energy Group, Inc.",total_energy,85091000.0,2020,
"WEC Energy Group, Inc.",renewable_energy,1936000.0,2020,
"WEC Energy Group, Inc.",net_zero_goal,2050.0,2020,
"WEC Energy Group, Inc.",Water_withdrawn_total,2678200.0,2021,
"WEC Energy Group, Inc.",ceo_pay_ratio,131.0,2020,
"WEC Energy Group, Inc.",emissions_scope_1,22067000.0,2019,
"WEC Energy Group, Inc.",emissions_scope_2_location,110000.0,2019,
"WEC Energy Group, Inc.",emissions_scope_2_market,110000.0,2019,
"WEC Energy Group, Inc.","Ready for publishing (scope 1,2)",,2021,True
"WEC Energy Group, Inc.",emissions_scope_1,27029000.0,2018,
"WEC Energy Group, Inc.",emissions_scope_2_location,75000.0,2018,
"WEC Energy Group, Inc.",emissions_scope_2_market,75000.0,2018,
"Twitter, Inc.",net_zero_goal,2022.0,2020,
"Twitter, Inc.",net_zero_goal_year,2022.0,2020,
"Twitter, Inc.",ceo_pay_ratio,0.0,2020,
"Twitter, Inc.",Gender_balance_of_the_companys_workforce,38.2,2020,
"Twitter, Inc.",Revenue,,2021,5.08B
"Twitter, Inc.",Revenue,,2020,3.72B
"Twitter, Inc.",Revenue,,2019,3.46B
"Twitter, Inc.",Revenue,,2018,3.04B
"Twitter, Inc.",Revenue,,2017,2.44B
"Twitter, Inc.",Employees,7500.0,2021,
"Twitter, Inc.",Employees,5500.0,2020,
"Twitter, Inc.",Employees,4900.0,2019,
"Twitter, Inc.",Gender_balance_of_the_companys_executives_and_executive_board,50.0,2021,
"Twitter, Inc.",Gender_balance_of_the_companys_workforce,43.0,2021,
"Twitter, Inc.","Ready for publishing (scope 1,2)",,2021,True
Willis Towers Watson Public Limited Company,net_zero_goal_year,2050.0,2020,
Willis Towers Watson Public Limited Company,ceo_pay_ratio,297.0,2020,
Willis Towers Watson Public Limited Company,net_zero_goal,2050.0,2020,
Willis Towers Watson Public Limited Company,Gender_balance_of_the_companys_executives_and_executive_board,33.0,2020,
Willis Towers Watson Public Limited Company,Gender_balance_of_the_companys_workforce,53.8,2020,
Willis Towers Watson Public Limited Company,voluntary_turnover_rate,11.3,2020,
Willis Towers Watson Public Limited Company,Gender_balance_of_the_companys_senior_management,27.7,2020,
Willis Towers Watson Public Limited Company,Revenue,,2019,9.04B
Willis Towers Watson Public Limited Company,Employees,44000.0,2021,
Willis Towers Watson Public Limited Company,Revenue,,2020,8.63B
Willis Towers Watson Public Limited Company,Revenue,,2021,9.02B
Willis Towers Watson Public Limited Company,"Ready for publishing (scope 1,2)",,2021,True
Willis Towers Watson Public Limited Company,Revenue,,2018,8.51B
RIO TINTO LTD,ceo_pay_ratio,66.0,2021,
RIO TINTO LTD,female_employees,27.4,2021,
RIO TINTO LTD,emissions_scope_2_location,8400000.0,2021,
RIO TINTO LTD,employee_turnover,8.7,2021,
RIO TINTO LTD,water_withdrawal,14.0,2021,
RIO TINTO LTD,emissions_scope_3,553500000.0,2021,
RIO TINTO LTD,net_zero_goal,2050.0,2021,
RIO TINTO LTD,emissions_scope_1,22700000.0,2021,
RIO TINTO LTD,net_zero_goal_year,2050.0,2021,
RIO TINTO LTD,emissions_scope_1,22800000.0,2020,
RIO TINTO LTD,emissions_scope_1,23100000.0,2019,
RIO TINTO LTD,emissions_scope_1,24700000.0,2018,
RIO TINTO LTD,emissions_scope_3,570000000.0,2020,
RIO TINTO LTD,emissions_scope_3_use_of_sold_products,0.0,2020,
RIO TINTO LTD,emissions_scope_3_use_of_sold_products,0.0,2021,
RIO TINTO LTD,emissions_scope_3_processing_of_sold_products ,523300000.0,2021,
RIO TINTO LTD,emissions_scope_3_downstream_transportation_and_distribution,27000000.0,2021,
RIO TINTO LTD,emissions_scope_3_business_travel,400000.0,2021,
RIO TINTO LTD,emissions_scope_3_waste_generated_in_operations,100000.0,2021,
RIO TINTO LTD,Employees,49345.0,2021,
RIO TINTO LTD,Revenue,,2021,63.5B
RIO TINTO LTD,Revenue,,2020,44.6B
RIO TINTO LTD,Employees,47474.0,2020,
RIO TINTO LTD,Employees,46007.0,2019,
The Hershey Company,emissions_scope_1,157092.0,2020,
The Hershey Company,employee_turnover,22.3,2020,
The Hershey Company,emissions_scope_3,5709238.0,2020,
The Hershey Company,emissions_scope_2_location,197612.0,2020,
The Hershey Company,female_employees,37.4,2020,
The Hershey Company,ceo_pay_ratio,630.0,2020,
The Hershey Company,Revenue,,2019,7.99B
The Hershey Company,Revenue,,2020,8.15B
The Hershey Company,Revenue,,2021,8.97B
The Hershey Company,Employees,16620.0,2021,
The Hershey Company,Employees,16666.0,2020,
The Hershey Company,Employees,16258.0,2019,
The Hershey Company,Employees,16422.0,2018,
The Hershey Company,Employees,15360.0,2017,
The Hershey Company,ceo_pay_ratio,441.0,2019,
The Hershey Company,ceo_pay_ratio,400.0,2018,
The Hershey Company,ceo_pay_ratio,376.0,2017,
The Hershey Company,emissions_scope_1,160808.0,2019,
The Hershey Company,emissions_scope_1,156000.75,2018,
The Hershey Company,emissions_scope_2_location,225460.26,2018,
The Hershey Company,emissions_scope_2_market,129100.0,2020,
The Hershey Company,emissions_scope_2_market,227991.0,2019,
The Hershey Company,emissions_scope_2_market,225059.83,2018,
The Hershey Company,emissions_scope_3,6182856.0,2019,
The Hershey Company,emissions_scope_3,6592148.0,2018,
The Hershey Company,Hazardous_waste,14.4,2018,
The Hershey Company,Hazardous_waste,19.4,2019,
The Hershey Company,Hazardous_waste,16.2,2020,
The Hershey Company,Water_discharged,4544.0,2020,
The Hershey Company,Water_discharged,4378.96,2019,
The Hershey Company,Water_discharged,4607.22,2018,
The Hershey Company,Water_withdrawn_total,5416.54,2020,
The Hershey Company,Water_withdrawn_total,5285.94,2019,
The Hershey Company,Water_withdrawn_total,5603.54,2018,
The Hershey Company,Gender_balance_of_the_companys_workforce,48.1,2020,
The Hershey Company,Gender_balance_of_the_companys_workforce,47.9,2019,
The Hershey Company,Gender_balance_of_the_companys_workforce,48.7,2018,
The Hershey Company,female_employees,36.6,2019,
The Hershey Company,female_employees,36.2,2018,
The Hershey Company,Gender_balance_of_the_companys_executives_and_executive_board,22.0,2020,
The Hershey Company,Gender_balance_of_the_companys_executives_and_executive_board,22.0,2019,
The Hershey Company,Gender_balance_of_the_companys_executives_and_executive_board,38.0,2018,
