Column1,name,label,value,reporting_period
10359,Croda International Plc,net_zero_goal,2050,2021
10360,Croda International Plc,emissions_scope_2_location,,2021
10361,Croda International Plc,net_zero_goal_year,2050,2021
10362,Croda International Plc,net_zero_ milestones,25% (2018 baseline) reduction of Scope 1 & 2 emissions to by the end of 2024,2021
10363,Croda International Plc,voluntary_turnover_rate,8,2021
10364,Croda International Plc,Employees,6135,2021
10365,Croda International Plc,Revenue,1.39B,2018
10366,Croda International Plc,Revenue,1.38B,2019
10367,Croda International Plc,Revenue,1.39B,2020
10368,Croda International Plc,Revenue,1.89B,2021
10369,Croda International Plc,adult,No,2022
10370,Croda International Plc,alcoholic,No,2022
10371,Croda International Plc,catholic,No,2022
10372,Croda International Plc,coal,No,2022
10373,Croda International Plc,controversialWeapons,No,2022
10374,Croda International Plc,furLeather,No,2022
10375,Croda International Plc,gambling,No,2022
10376,Croda International Plc,gmo,No,2022
10377,Croda International Plc,militaryContract,No,2022
10378,Croda International Plc,nuclear,No,2022
10379,Croda International Plc,pesticides,No,2022
10380,Croda International Plc,smallArms,No,2022
10381,Croda International Plc,tobacco,No,2022
10382,Croda International Plc,relatedControversy,,2022
10383,Croda International Plc,Risk:_Sustainalytics,23.02,2022
10384,Croda International Plc,Animal_testing?,True,2022
10385,Croda International Plc,peerGroup,Chemicals,2022
10386,Croda International Plc,"Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
10387,Croda International Plc,Does the company have TCFD report?,True,2021
10388,Croda International Plc,emissions_scope_2_market,,2021
10389,Croda International Plc,"Commitment_to_the_safety_of_employees_in_the_workplace,_in_travel_to_and_from_the_workplace_and_on_company_related_business,_as_well_as_safety_of_vendors_in_the_workplace",True,2021
10390,Croda International Plc,Commitment_to_ensure_equal_access_to_training_and_career_development_irrespective_of_gender,True,2021
10391,Croda International Plc,Arabesque_GC_score,66.51,2021
10392,Croda International Plc,Arabesque_ESG_score,56.46,2021
10393,Croda International Plc,Long-term_temperature,2°C,2021
10394,Croda International Plc,Near-term_temperature,1.5°C,2021
10395,Croda International Plc,emissions_scope_1,150000,2020
10396,Croda International Plc,Scope 2 (Undefined),22000,2021
10397,Croda International Plc,Scope 2 (Undefined),28000,2020
10398,Croda International Plc,emissions_scope_1,142000,2019
10399,Croda International Plc,Scope 2 (Undefined),93000,2019
10400,Croda International Plc,renewable_energy,,2021
10401,Croda International Plc,total_energy,1125612,2020
10402,Croda International Plc,revenue_in_usd,1.6,2021
10403,Geberit AG,water_withdrawal,29,2021
10404,Geberit AG,employee_turnover,9.2,2021
10405,Geberit AG,total_energy,775700,2021
10406,Geberit AG,emissions_scope_2_location,102617,2021
10407,Geberit AG,plastic_elimination_actions,Almost 100% of the plastic waste produced during plastics processing is recycled internally. This internally generated recycled material is ground either on site or via a decentralised mill and fed back into the process. New packaging uses 40% less materials.,2021
10408,Geberit AG,renewable_energy,139887,2021
10409,Geberit AG,emissions_scope_1,114392,2021
10410,Geberit AG,female_employees,11,2021
10411,Geberit AG,UN_GC_SBT_(commited),True,2021
10412,Geberit AG,UN_GC_Participant,True,2021
10413,Geberit AG,Arabesque_GC_score,63.57,2021
10414,Geberit AG,Arabesque_ESG_score,68.34,2021
10415,Geberit AG,Long-term_temperature,2°C,2021
10416,Geberit AG,Near-term_temperature,1.5°C,2021
10417,Geberit AG,employee_turnover,6.8,2020
10418,Geberit AG,Scope 1+2 Emission,206553,2020
10419,Geberit AG,Scope 1+2 Emission,222639,2019
10420,Geberit AG,total_energy,723055,2020
10421,Geberit AG,total_energy,762222,2019
10422,Geberit AG,Water_withdrawn_total,953.284,2020
10423,Geberit AG,Water_discharged,709.743,2020
10424,Geberit AG,Water_withdrawn_total,1036.9,2019
10425,Geberit AG,Water_discharged,799.6,2019
10426,Geberit AG,Gender_balance_total,25,2020
10427,Geberit AG,female_employees,11,2020
10428,Geberit AG,female_employees,24,2019
10429,Geberit AG,Gender_balance_total,11,2019
10430,Geberit AG,revenue_in_usd,3.2,2021
10431,Sika AG,emissions_scope_2_location,159157,2021
10432,Sika AG,employee_turnover,11.1,2021
10433,Sika AG,total_energy,1156388,2021
10434,Sika AG,emissions_scope_1,156419,2021
10435,Sika AG,female_employees,21.9,2021
10436,Sika AG,net_zero_goal,2050,2021
10437,Sika AG,net_zero_ milestones,12% reduction of GHG emissions by 2023 (2019 baseline).,2021
10438,Sika AG,voluntary_turnover_rate,7.4,2021
10439,Sika AG,net_zero_goal_year,2050,2021
10440,Sika AG,UN_GC_Participant,True,2021
10441,Sika AG,Arabesque_GC_score,63.65,2021
10442,Sika AG,Arabesque_ESG_score,68.19,2021
10443,Sika AG,Long-term_temperature,1.5°C,2021
10444,Sika AG,Near-term_temperature,1.5°C,2021
10445,Sika AG,Scope 1+2 Emission,315576,2021
10446,Sika AG,emissions_scope_1,102528,2020
10447,Sika AG,emissions_scope_1,88000,2019
10448,Sika AG,emissions_scope_1,48000,2018
10449,Sika AG,emissions_scope_2_location,124811,2018
10450,Sika AG,emissions_scope_2_location,155307,2019
10451,Sika AG,emissions_scope_2_location,157873,2020
10452,Sika AG,Scope 1+2 Emission,260401,2020
10453,Sika AG,Scope 1+2 Emission,243307,2019
10454,Sika AG,Scope 1+2 Emission,172811,2018
10455,Sika AG,emissions_scope_2_market,109000,2018
10456,Sika AG,emissions_scope_2_market,124000,2019
10457,Sika AG,emissions_scope_2_market,121700,2020
10458,Sika AG,emissions_scope_2_market,82089,2021
10459,Sika AG,renewable_energy,833,2021
10460,Sika AG,total_energy,908055,2020
10461,Sika AG,total_energy,802777,2019
10462,Sika AG,total_energy,547500,2018
10463,Sika AG,Water_withdrawn_total,3606,2021
10464,Sika AG,Water_discharged,2491,2021
10465,Sika AG,Water_withdrawn_total,3.365,2020
10466,Sika AG,Water_withdrawn_total,3.609,2019
10467,Sika AG,Water_withdrawn_total,2.607,2018
10468,Sika AG,Water_discharged,2.315,2020
10469,Sika AG,Water_discharged,2.540,2019
10470,Sika AG,Water_discharged,1.230,2018
10471,Sika AG,Hazardous_waste,18000,2018
10472,Sika AG,Hazardous_waste,20000,2019
10473,Sika AG,Hazardous_waste,21042,2020
10474,Sika AG,Hazardous_waste,21676,2021
10475,Sika AG,Gender_balance_total,22.3,2018
10476,Sika AG,Gender_balance_of_the_company’s_board_of_directors_and_nonexecutive_board_(or_supervisory_board),19.8,2018
10477,Sika AG,Gender_balance_of_the_company’s_senior_management,,2018
10478,Sika AG,Gender_balance_total,23,2019
10479,Sika AG,Gender_balance_total,22.8,2020
10480,Sika AG,Gender_balance_total,23.2,2021
10481,Sika AG,Gender_balance_of_the_company’s_board_of_directors_and_nonexecutive_board_(or_supervisory_board),21.5,2019
10482,Sika AG,Gender_balance_of_the_company’s_board_of_directors_and_nonexecutive_board_(or_supervisory_board),20.1,2020
10483,Sika AG,Gender_balance_of_the_company’s_board_of_directors_and_nonexecutive_board_(or_supervisory_board),19.6,2021
10484,Sika AG,Gender_balance_of_the_company’s_senior_management,,2019
10485,Sika AG,Gender_balance_of_the_company’s_senior_management,,2020
10486,Sika AG,Gender_balance_of_the_company’s_senior_management,,2021
10487,Sika AG,female_employees,20.9,2020
10488,Sika AG,female_employees,22.3,2019
10489,Sika AG,female_employees,19.3,2018
10490,Sika AG,employee_turnover,11.2,2018
10491,Sika AG,voluntary_turnover_rate,6.9,2018
10492,Sika AG,employee_turnover,10.5,2019
10493,Sika AG,voluntary_turnover_rate,6.0,2019
10494,Sika AG,employee_turnover,11.2,2020
10495,Sika AG,voluntary_turnover_rate,6.4,2020
10496,Sika AG,water_recycled,51448,2021
10497,Sika AG,water_recycled,50019,2020
10498,Sika AG,water_recycled,38000,2019
10499,Sika AG,water_recycled,29000,2018
10500,Sika AG,renewable_energy,555,2020
10501,Sika AG,renewable_energy,833,2019
10502,Sika AG,revenue_in_usd,9.7,2021
10503,Lonza Group AG,emissions_scope_1,297000,2021
10504,Lonza Group AG,emissions_scope_2_location,226000,2021
10505,Lonza Group AG,emissions_scope_3,2452000,2021
10506,Lonza Group AG,female_employees,26,2021
10507,Lonza Group AG,employee_turnover,12.7,2021
10508,Lonza Group AG,net_zero_goal,2050,2021
10509,Lonza Group AG,water_withdrawal,2.6,2021
10510,Lonza Group AG,total_energy,1652777.8,2021
10511,Lonza Group AG,renewable_energy,186944.4,2021
10512,Lonza Group AG,net_zero_goal_year,2050,2021
10513,Lonza Group AG,net_zero_ milestones,"24% energy intensity reduction, 36% CO2 intensity reduction by 2030 (2018 baseline). 100% renewable electricity by 2025.",2021
10514,Lonza Group AG,UN_GC_Participant,True,2021
10515,Lonza Group AG,Arabesque_GC_score,64.64,2021
10516,Lonza Group AG,Arabesque_ESG_score,57.7,2021
10517,Lonza Group AG,Long-term_temperature,>2.7°C,2021
10518,Lonza Group AG,Near-term_temperature,>2.7°C,2021
10519,Lonza Group AG,revenue_in_usd,4.6,2021
10520,Atlas Copco AB,total_energy,385000,2021
10521,Atlas Copco AB,renewable_energy,223300,2021
10522,Atlas Copco AB,female_employees,20.5,2021
10523,Atlas Copco AB,emissions_scope_1,22000,2021
10524,Atlas Copco AB,emissions_scope_2_location,102000,2021
10525,Atlas Copco AB,net_zero_ milestones,- 46% reduction in line with the 1.5 degree warming trajectory in CO2e emissions (tonnes) from scopes 1 & 2 by 2030. Base year: 2019.  - 28% reduction in line with the well-below 2 degrees warming trajectory in CO2e emissions (tonnes) from scope 3 by 2030. Base year: 2019.,2021
10526,Atlas Copco AB,voluntary_turnover_rate,6.9,2021
10527,Atlas Copco AB,UN_GC_Participant,True,2021
10528,Atlas Copco AB,Arabesque_GC_score,64.39,2021
10529,Atlas Copco AB,Arabesque_ESG_score,70.65,2021
10530,Atlas Copco AB,Long-term_temperature,1.5°C,2021
10531,Atlas Copco AB,Near-term_temperature,1.5°C,2021
10532,Atlas Copco AB,Employees,47986,2021
10533,Atlas Copco AB,adult,No,2022
10534,Atlas Copco AB,alcoholic,No,2022
10535,Atlas Copco AB,catholic,No,2022
10536,Atlas Copco AB,coal,No,2022
10537,Atlas Copco AB,controversialWeapons,No,2022
10538,Atlas Copco AB,furLeather,No,2022
10539,Atlas Copco AB,gambling,No,2022
10540,Atlas Copco AB,gmo,No,2022
10541,Atlas Copco AB,militaryContract,No,2022
10542,Atlas Copco AB,nuclear,No,2022
10543,Atlas Copco AB,pesticides,No,2022
10544,Atlas Copco AB,smallArms,No,2022
10545,Atlas Copco AB,tobacco,No,2022
10546,Atlas Copco AB,relatedControversy,Society & Community Incidents; Business Ethics Incidents,2022
10547,Atlas Copco AB,Risk:_Sustainalytics,18.36,2022
10548,Atlas Copco AB,Animal_testing?,False,2022
10549,Atlas Copco AB,peerGroup,Machinery,2022
10550,Atlas Copco AB,"Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
10551,Atlas Copco AB,female_employees,19.7,2020
10552,Atlas Copco AB,employee_turnover,4.4,2020
10553,Atlas Copco AB,emissions_scope_1,20,2020
10554,Atlas Copco AB,emissions_scope_2_location,95,2020
10555,Atlas Copco AB,emissions_scope_2_market,57,2020
10556,Atlas Copco AB,revenue_in_usd,11.3,2021
10557,Epiroc AB,renewable_energy,93810,2021
10558,Epiroc AB,total_energy,177000,2021
10559,Epiroc AB,emissions_scope_2_location,36000,2021
10560,Epiroc AB,emissions_scope_1,6000,2021
10561,Epiroc AB,female_employees,22.5,2021
10562,Epiroc AB,employee_turnover,,2021
10563,Epiroc AB,net_zero_ milestones,2030 goal (base year 2019): - Halve CO2e emissions (tonnes) in operations - 90% renewable energy in own operation - Halve CO2e emissions (tonnes) from transport,2021
10564,Epiroc AB,emissions_scope_1,5000,2020
10565,Epiroc AB,emissions_scope_2_location,27000,2020
10566,Epiroc AB,emissions_scope_1,6000,2019
10567,Epiroc AB,emissions_scope_2_location,28000,2019
10568,Epiroc AB,emissions_scope_1,6000,2018
10569,Epiroc AB,emissions_scope_2_location,33000,2018
10570,Epiroc AB,emissions_scope_2_location,31000,2017
10571,Epiroc AB,emissions_scope_1,6000,2017
10572,Epiroc AB,voluntary_turnover_rate,6.9,2021
10573,Epiroc AB,voluntary_turnover_rate,5.5,2020
10574,Epiroc AB,voluntary_turnover_rate,7.4,2019
10575,Epiroc AB,voluntary_turnover_rate,7.4,2018
10576,Epiroc AB,voluntary_turnover_rate,5.2,2017
10577,Epiroc AB,emissions_scope_3_upstream_transportation_and_distribution,82000,2021
10578,Epiroc AB,emissions_scope_3_upstream_transportation_and_distribution,83000,2020
10579,Epiroc AB,emissions_scope_3_upstream_transportation_and_distribution,105000,2019
10580,Epiroc AB,emissions_scope_3_upstream_transportation_and_distribution,128000,2018
10581,Epiroc AB,emissions_scope_3_upstream_transportation_and_distribution,114000,2017
10582,Epiroc AB,total_energy,146000,2020
10583,Epiroc AB,total_energy,161000,2019
10584,Epiroc AB,total_energy,172000,2018
10585,Epiroc AB,total_energy,165000,2017
10586,Epiroc AB,UN_GC_Participant,True,2021
10587,Epiroc AB,revenue_in_usd,4.8,2021
10588,NIBE Industrier AB (publ),employee_turnover,33,2021
10589,NIBE Industrier AB (publ),net_zero_goal,2050,2021
10590,NIBE Industrier AB (publ),water_withdrawal,11.8,2021
10591,NIBE Industrier AB (publ),total_energy,344000,2021
10592,NIBE Industrier AB (publ),emissions_scope_1,25651,2021
10593,NIBE Industrier AB (publ),female_employees,21,2021
10594,NIBE Industrier AB (publ),net_zero_goal_year,2050,2021
10595,NIBE Industrier AB (publ),net_zero_ milestones,Reduce direct carbon dioxide emissions by 65% by 2030. Reduce energy use by 40% by 2030 compared with 2019 as the baseline.,2021
10596,NIBE Industrier AB (publ),UN_GC_Participant,True,2021
10597,NIBE Industrier AB (publ),Arabesque_GC_score,62.94,2021
10598,NIBE Industrier AB (publ),Arabesque_ESG_score,66.71,2021
10599,NIBE Industrier AB (publ),Long-term_temperature,1.5°C,2021
10600,NIBE Industrier AB (publ),Near-term_temperature,1.5°C,2021
10601,NIBE Industrier AB (publ),Employees,20400,2021
10602,NIBE Industrier AB (publ),Revenue,22.52B,2018
10603,NIBE Industrier AB (publ),Revenue,25.34B,2019
10604,NIBE Industrier AB (publ),Revenue,27.15B,2020
10605,NIBE Industrier AB (publ),Revenue,30.83B,2021
10606,NIBE Industrier AB (publ),adult,No,
10607,NIBE Industrier AB (publ),alcoholic,No,
10608,NIBE Industrier AB (publ),catholic,No,
10609,NIBE Industrier AB (publ),coal,No,
10610,NIBE Industrier AB (publ),controversialWeapons,No,
10611,NIBE Industrier AB (publ),furLeather,No,
10612,NIBE Industrier AB (publ),gambling,No,
10613,NIBE Industrier AB (publ),gmo,No,
10614,NIBE Industrier AB (publ),militaryContract,No,
10615,NIBE Industrier AB (publ),nuclear,No,
10616,NIBE Industrier AB (publ),pesticides,No,
10617,NIBE Industrier AB (publ),smallArms,No,
10618,NIBE Industrier AB (publ),tobacco,No,
10619,NIBE Industrier AB (publ),emissions_scope_1,22328,2020
10620,NIBE Industrier AB (publ),water_withdrawal,8.3,2020
10621,NIBE Industrier AB (publ),carbon_footprint,24685,2020
10622,NIBE Industrier AB (publ),female_employees,20,2020
10623,NIBE Industrier AB (publ),emissions_scope_2_market,2357,2020
10624,NIBE Industrier AB (publ),renewable_energy,3.7,2020
10625,NIBE Industrier AB (publ),total_energy,307,2020
10626,NIBE Industrier AB (publ),Gender_balance_of_the_company’s_board_of_directors_and_nonexecutive_board_(or_supervisory_board),10,2021
10627,NIBE Industrier AB (publ),Gender_balance_of_the_company’s_senior_management,,2021
10628,NIBE Industrier AB (publ),revenue_in_usd,2.3,2021
10629,NATIONAL AUSTRALIA BANK LTD,emissions_scope_1,,2021
10630,NATIONAL AUSTRALIA BANK LTD,emissions_scope_2_location,https://nab.com.au/content/dam/nabrwd/documents/reports/corporate/sustainability-data-pack-xlsx.xlsx,2021
10631,NATIONAL AUSTRALIA BANK LTD,carbon_offsets,https://nab.com.au/content/dam/nabrwd/documents/reports/corporate/sustainability-data-pack-xlsx.xlsx,2021
10632,NATIONAL AUSTRALIA BANK LTD,total_energy,https://nab.com.au/content/dam/nabrwd/documents/reports/corporate/sustainability-data-pack-xlsx.xlsx,2021
10633,NATIONAL AUSTRALIA BANK LTD,renewable_energy,https://nab.com.au/content/dam/nabrwd/documents/reports/corporate/sustainability-data-pack-xlsx.xlsx,2021
10634,NATIONAL AUSTRALIA BANK LTD,female_employees,38,2021
10635,NATIONAL AUSTRALIA BANK LTD,ceo_pay_ratio,,2021
10636,NATIONAL AUSTRALIA BANK LTD,voluntary_turnover_rate,11.6,2021
10637,NATIONAL AUSTRALIA BANK LTD,forest500_link,https://forest500.org/rankings/financial-institutions/national-australia-bank,2021
10638,NATIONAL AUSTRALIA BANK LTD,employee_turnover,56,2021
10639,NATIONAL AUSTRALIA BANK LTD,ticker,NAB,2021
10640,NATIONAL AUSTRALIA BANK LTD,industry,Financials,2021
10641,NATIONAL AUSTRALIA BANK LTD,UN_GC_Carbon_pricing_champions,True,2021
10642,MERCEDES-BENZ GROUP,emissions_scope_1,153,2021
10643,MERCEDES-BENZ GROUP,emissions_scope_2_location,1123000,2021
10644,MERCEDES-BENZ GROUP,emissions_scope_2_market,466000,2021
10645,MERCEDES-BENZ GROUP,emissions_scope_1,1027000,2020
10646,MERCEDES-BENZ GROUP,emissions_scope_2_market,1035,2020
10647,MERCEDES-BENZ GROUP,emissions_scope_2_location,1492000,2020
10648,MERCEDES-BENZ GROUP,total_energy,9711000,2020
10649,MERCEDES-BENZ GROUP,total_energy,,2021
10650,MERCEDES-BENZ GROUP,ticker,MBG,2021
10651,MERCEDES-BENZ GROUP,industry,Consumer Discretionary,2021
10652,MERCEDES-BENZ GROUP,net_zero_ milestones,The manufacturing operations in our Mercedes-Benz production plants are CO2 neutral worldwide since 2022. Mercedes-Benz to reduce CO2  emissions at its plants (Scope 1 and 2) by 50 per cent by 2030 (2018 baseline).,2021
10653,MERCEDES-BENZ GROUP,female_employees,209,2021
10654,MERCEDES-BENZ GROUP,female_employees,20.5,2020
10655,MERCEDES-BENZ GROUP,female_employees,19.8,2019
10656,MERCEDES-BENZ GROUP,female_employees,18.8,2018
10657,MERCEDES-BENZ GROUP,female_employees,17.6,2017
10658,MERCEDES-BENZ GROUP,employee_turnover,8.7,2021
10659,MERCEDES-BENZ GROUP,employee_turnover,5.8,2020
10660,MERCEDES-BENZ GROUP,employee_turnover,6.0,2019
10661,MERCEDES-BENZ GROUP,employee_turnover,4.9,2018
10662,MERCEDES-BENZ GROUP,UN_GC_Anti-Corruption_Working_Group,True,2021
10663,MERCEDES-BENZ GROUP,UN_GC_Signatory_to_Women_Empowerment_Principles,True,2021
10664,MERCEDES-BENZ GROUP,UN_GC_Participant,True,2021
10665,MERCEDES-BENZ GROUP,Arabesque_GC_score,55.51,2021
10666,MERCEDES-BENZ GROUP,Arabesque_ESG_score,48.91,2021
10667,MERCEDES-BENZ GROUP,Long-term_temperature,1.5°C,2021
10668,MERCEDES-BENZ GROUP,Near-term_temperature,1.5°C,2021
10669,Test,emissions_333,3333,2021
10670,Test,renewable_energy,298,2021
10671,Test,emissions_scope_1,123123213,2021
10672,Test,emissions_scope_1,gg,2020
10673,Test,emissions_scope_1,44,2019
10674,Test,emissions_scope_2_location,888,2019
10675,Test,emissions_scope_2_location,777,2020
10676,Test,emissions_scope_2_location,1231231231231,2021
10677,Test,total_energy,4,2019
10678,Test,total_energy,47,2021
10679,Test,single_use_plastic,,2021
10680,Test,plastic_elimination_actions,,2021
10681,Test,net_zero_goal,202,2021
10682,Test,carbon_offsets,2,2021
10683,Test,emissions_scope_3,1351413413413,2021
10684,Test,emissions_scope_2_market,4113513,2021
10685,Test,emissions_scope_3_business_travel,666,2021
10686,Test,emissions_scope_3_end_of_life_treatment_of_sold_products,,2021
10687,Test,climate_goal_emissions,2040,
10688,Test,climate_goal_energy,2040,
10689,Test,climate_goal_plastic,2050,
10690,Test,climate_goal_waste,2042,
10691,Test,emissions_scope_3_upstream_leased _assets,test,
10692,Test,emissions_scope_3_processing_of_sold_products ,test,
10693,Test,emissions_scope_3_upstream_leased_assets,test,
10694,Test,emissions_scope_3_downstream_leased_assets,test,
10695,Test,emissions_scope_3_franchises,test,
10696,Test,emissions_scope_3_investments,test,
10697,Test,countries_of_operation,test,
10698,Test,product_categories,test,
10699,Test,former_names,test,
10700,Test,"Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,
10701,Test,Does the company have TCFD report?,False,2021
10702,Test,"Commitment_to_ensure_diversity_in_the_supply_chain,_including_support_for_women_owned_businesses_in_the_supply_chain",True,2021
10703,Test,emissions_scope_3_purchased_goods_and_services,asd,2021
10704,Test,emissions_scope_3_capital_goods,asd,2021
10705,Test,Unadjusted_pay_gap,,2021
10706,Test,Commitment_to_ensure_equal_access_to_training_and_career_development_irrespective_of_gender,True,2021
10707,Test,Paid_leave_programs_(at_least_2/3_paid)_for_child_care_to_both_primary_or_secondary_carers_globally_or_at_least_in_the_country_of_incorporation,False,2021
10708,Test,"Commitment_to_the_safety_of_employees_in_the_workplace,_in_travel_to_and_from_the_workplace_and_on_company_related_business,_as_well_as_safety_of_vendors_in_the_workplace",False,2021
10709,Test,"Prohibits_all_forms_of_violence_in_the_workplace,_including_verbal,_physical_and_sexual_harassment",False,2021
10710,Test,"Option_to_employees_to_control_and_/_or_vary_the_start_and_end_times_of_the_work_day,_and_/_or_vary_the_location_from_which_employees_work",False,2021
10711,Test,"Commitment_to_reduce_social_risks_in_its_supply_chain_such_as_forbid_business_related_activities_that_condone,_support,_or_otherwise_participate_in_trafficking,_force_and_child_labour_or_sexual_exploitation",False,2021
10712,Test,"Commitment_to_ensure_the_protection_of_human_rights,_including_employees’_rights_to_participate_in_legal,_civic_and_political_affairs",False,2021
10713,Test,Does_company_use_products_from_Cattle?,False,2021
10714,Test,Employees,79,2021
10715,Test,Revenue,29.55M,2018
10716,Test,Revenue,21.06M,2019
10717,Test,Revenue,22.29M,2020
10718,Test,Revenue,16.6M,2021
10719,Test,adult,No,
10720,Test,alcoholic,No,
10721,Test,catholic,No,
10722,Test,coal,No,
10723,Test,controversialWeapons,No,
10724,Test,furLeather,No,
10725,Test,gambling,No,
10726,Test,gmo,No,
10727,Test,militaryContract,No,
10728,Test,nuclear,No,
10729,Test,pesticides,No,
10730,Test,smallArms,No,
10731,Test,tobacco,No,
10732,BAYER AG,emissions_scope_1,1930000,2021
10733,BAYER AG,emissions_scope_2_location,1560000,2021
10734,BAYER AG,emissions_scope_2_market,11,2021
10735,BAYER AG,emissions_scope_1,2010000,2020
10736,BAYER AG,emissions_scope_2_location,1750000,2020
10737,BAYER AG,emissions_scope_2_market,1570000,2020
10738,BAYER AG,emissions_scope_3_business_travel,57000,2020
10739,BAYER AG,emissions_scope_3_capital_goods,433000,2020
10740,BAYER AG,emissions_scope_3_fuel_and_energy_related_activities,625000,2020
10741,BAYER AG,emissions_scope_3_upstream_transportation_and_distribution,684000,2020
10742,BAYER AG,emissions_scope_3_waste_generated_in_operations,307000,2020
10743,BAYER AG,emissions_scope_3_purchased_goods_and_services,6079000,2020
10744,BAYER AG,emissions_scope_3_employee commuting,114000,2020
10745,BAYER AG,emissions_scope_3_end_of_life_treatment_of_sold_products,559000,2020
10746,BAYER AG,total_energy,39,2020
10747,BAYER AG,renewable_energy,39,2020
10748,BAYER AG,total_energy,9676388.9,2021
10749,BAYER AG,employee_turnover,12.1,2021
10750,BAYER AG,voluntary_turnover_rate,6.2,2021
10751,BAYER AG,renewable_energy,782222.2,2021
10752,BAYER AG,net_zero_goal,2050,2021
10753,BAYER AG,female_employees,43.8,2021
10754,BAYER AG,emissions_scope_3,8940000,2021
10755,BAYER AG,carbon_offsets,300000,2021
10756,BAYER AG,net_zero_ milestones,Reduce own GHG emissions by 20% and value chain GHG emissions by 6% by 2024 (2019 baseline). By 2029: Reduce own GHG emissions by 42%. Reduce value chain GHG emissions by 12.3%. 100% renewable electricity. Climate neutrality by offsetting remaining own GHG emissions from 2030 onwards. Reduce GHG emissions by 30% in key agricultural crops,2021
10757,BAYER AG,net_zero_goal_year,2050,2021
10758,BAYER AG,UN_GC_Business_ambition_for_1.5c,True,2021
10759,BAYER AG,UN_GC_CEO_Water_Mandate,True,2021
10760,BAYER AG,UN_GC_SBT_(approved),True,2021
10761,BAYER AG,UN_GC_Signatory_to_Women_Empowerment_Principles,True,2021
10762,BAYER AG,UN_GC_Participant,True,2021
10763,BAYER AG,Arabesque_GC_score,54.48,2021
10764,BAYER AG,Arabesque_ESG_score,47.74,2021
10765,BAYER AG,Long-term_temperature,2°C,2021
10766,BAYER AG,Near-term_temperature,1.5°C,2021
10767,Eaton Corporation plc,emissions_scope_1,,2021
10768,Eaton Corporation plc,emissions_scope_1,282952,2020
10769,Eaton Corporation plc,emissions_scope_2_location,691117.08,2020
10770,Eaton Corporation plc,emissions_scope_2_market,617605.03,2020
10771,Eaton Corporation plc,emissions_scope_3_capital_goods,44177,2020
10772,Eaton Corporation plc,emissions_scope_3_purchased_goods_and_services,3690017,2020
10773,Eaton Corporation plc,emissions_scope_3_fuel_and_energy_related_activities,94657.11,2020
10774,Eaton Corporation plc,emissions_scope_3_upstream_transportation_and_distribution,138292.36,2020
10775,Eaton Corporation plc,emissions_scope_3_waste_generated_in_operations,7251.15,2020
10776,Eaton Corporation plc,emissions_scope_3_business_travel,20022.94,2020
10777,Eaton Corporation plc,emissions_scope_3_employee commuting,133709.17,2020
10778,Eaton Corporation plc,emissions_scope_3_downstream_transportation_and_distribution,71433.1,2020
10779,Eaton Corporation plc,emissions_scope_3_use_of_sold_products,19618023.11,2020
10780,Eaton Corporation plc,emissions_scope_3_end_of_life_treatment_of_sold_products,9634.17,2020
10781,Eaton Corporation plc,total_energy,2719197.47,2020
10782,Eaton Corporation plc,renewable_energy,204841,2020
10783,Eaton Corporation plc,emissions_scope_3,23827227,2020
10784,Eaton Corporation plc,emissions_scope_3,31531326,2019
10785,Eaton Corporation plc,emissions_scope_2_location,,2019
10786,Eaton Corporation plc,emissions_scope_1,285955,2019
10787,Eaton Corporation plc,emissions_scope_2_market,780208,2019
10788,Eaton Corporation plc,emissions_scope_1,293492,2018
10789,Eaton Corporation plc,emissions_scope_2_location,,2018
10790,Eaton Corporation plc,emissions_scope_3,34665883,2018
10791,Eaton Corporation plc,water_withdrawal,19,2020
10792,Eaton Corporation plc,ceo_pay_ratio,274,2020
10793,Eaton Corporation plc,ceo_pay_ratio,344,2021
10794,Eaton Corporation plc,ceo_pay_ratio,346,2019
10795,Eaton Corporation plc,ceo_pay_ratio,264,2018
10796,Eaton Corporation plc,water_withdrawal,17,2019
10797,Eaton Corporation plc,female_employees,22.8,2020
10798,Eaton Corporation plc,employee_turnover,,2021
10799,Eaton Corporation plc,employee_turnover,11.55,2020
10800,Eaton Corporation plc,UN_GC_Business_ambition_for_1.5c,True,2021
10801,Eaton Corporation plc,UN_GC_SBT_(commited),True,2021
10802,Eaton Corporation plc,S&P500,True,2021
10803,Eaton Corporation plc,emissions_scope_2_market,805552,2018
10804,Eaton Corporation plc,Employees,85947,2021
10805,Eaton Corporation plc,Revenue,21.61B,2018
10806,Eaton Corporation plc,Revenue,21.39B,2019
10807,Eaton Corporation plc,Revenue,17.86B,2020
10808,Eaton Corporation plc,Revenue,19.63B,2021
10809,Eaton Corporation plc,adult,No,2022
10810,Eaton Corporation plc,alcoholic,No,2022
10811,Eaton Corporation plc,catholic,No,2022
10812,Eaton Corporation plc,coal,No,2022
10813,Eaton Corporation plc,controversialWeapons,No,2022
10814,Eaton Corporation plc,furLeather,No,2022
10815,Eaton Corporation plc,gambling,No,2022
